,Unnamed: 0,userid,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetid,tweetcreatedts,retweetcount,text,hashtags,language,coordinates,favorite_count,is_retweet,original_tweet_id,original_tweet_userid,original_tweet_username,in_reply_to_status_id,in_reply_to_user_id,in_reply_to_screen_name,is_quote_status,quoted_status_id,quoted_status_userid,quoted_status_username,extractedts,neg,neu,pos,compound
2903,21481,838321345570156545,rogue_corq,"@corq's snark account.

#cyber #linux #agitprop #cats #Україна 🤜 Bulture Brobby 🤛

🇺🇦 Currently in full #Ukraine News mode 🇺🇦

All cats retweeted.",Хай живе Україна,1901,1895,685191,2017-03-05 09:32:38.000000,1567123280812978176,2022-09-06 12:11:20,0,"Zelensky on Russian strikes on Kryvyi Rih, Kharkiv: Occupiers to face retribution for each attack https://t.co/Q6nv9AZDRi #Ukraine","[{'text': 'Ukraine', 'indices': [122, 130]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-06 13:57:52.917674,0.272,0.728,0.0,-0.6808
2916,21669,1503043390019186697,avtentychna,Ukrainian 🇺🇦 | International relations student | Info on Ukraine in ENG & UA,Україна,157,177,1981,2022-03-13 16:20:56.000000,1567124515917815808,2022-09-06 12:16:15,1,llittle Sergiy buries his dad in #Ukraine because of #Russia 💔 https://t.co/OxM6JsjOyl,"[{'text': 'Ukraine', 'indices': [33, 41]}, {'text': 'Russia', 'indices': [53, 60]}]",en,,1,False,0,0,,0,0,,True,1567117588932567040,1484568566397612032,MelaniePodolyak,2022-09-06 14:49:01.160553,0.169,0.601,0.23,0.2732
2920,21747,1502319075766247432,PutinMicropenis,Повседневные мысли от очень маленького пениса владимира путина - make micropenis great again!,Бедра бездушного детоубийцы,137,125,1850,2022-03-11 16:23:05.000000,1567125007913963520,2022-09-06 12:18:12,0,@RusEmbUSA @mfa_russia @MID_RF @StateDept @UN @UN_OCT @RusEmbassyKabul @RussiaUN @RF_OSCE Takes one to know one #RussiaIsATerroristState,"[{'text': 'RussiaIsATerroristState', 'indices': [112, 136]}]",en,,0,False,0,0,,1566867521977950208,1267887043,RusEmbUSA,False,0,0,,2022-09-06 17:34:36.166533,0.0,1.0,0.0,0.0
2923,21785,1469388088745074693,mihaylova_jpg,Exhibited & Published Nude Photo Artist. SuperRare: https://t.co/iYiJq4ej3o FND: https://t.co/1eiVqYA9KY,Украина,1273,16367,6520,2021-12-10 19:26:51.000000,1567125242195197952,2022-09-06 12:19:08,0,"@emely_timm @NikaRakhmanova @SBeg2084 @sereneObscurity Wow, love this set ! Really beautiful and so deeply 🖤",[],en,,1,False,0,0,,1566782088120090624,1546917150367031296,emely_timm,False,0,0,,2022-09-06 21:03:58.839421,0.0,0.411,0.589,0.9597
2926,21806,1549709831027695617,vibutelko,"Доброго вечора, ми з України🇺🇦",Україна ,148,190,907,2022-07-20 10:57:13.000000,1567125339880493058,2022-09-06 12:19:31,0,#Mariupol is on the verge of extinction: one cannot watch without tears what Russian terrorists have turned a flourishing Ukrainian city into.😭💔 https://t.co/1ZUsYIyTmR,"[{'text': 'Mariupol', 'indices': [0, 9]}]",en,,4,False,0,0,,0,0,,False,0,0,,2022-09-06 21:03:58.788675,0.302,0.59,0.108,-0.7645
2934,21881,1469388088745074693,mihaylova_jpg,Exhibited & Published Nude Photo Artist. SuperRare: https://t.co/iYiJq4ej3o FND: https://t.co/1eiVqYA9KY,Украина,1273,16367,6520,2021-12-10 19:26:51.000000,1567125701362335746,2022-09-06 12:20:57,0,@NikaRakhmanova @SBeg2084 @JBastardo_ very beautiful piece ! I would buy it too if I was a collector 🙈,[],en,,1,False,0,0,,1566768232861679616,952635512292028416,NikaRakhmanova,False,0,0,,2022-09-06 21:03:58.570340,0.0,0.801,0.199,0.6689
2940,21957,1469388088745074693,mihaylova_jpg,Exhibited & Published Nude Photo Artist. SuperRare: https://t.co/iYiJq4ej3o FND: https://t.co/1eiVqYA9KY,Украина,1273,16367,6520,2021-12-10 19:26:51.000000,1567126103583498246,2022-09-06 12:22:33,0,"@GaydarovIgor @SBeg2084 @AnestiDhima Igor, you are very talented and I love your works! 🔥 you have a very good very first collector, you are lucky both, sending many hugs 🖤",[],en,,0,False,0,0,,1566848448065937408,1464954714043424768,GaydarovIgor,False,0,0,,2022-09-06 21:03:58.415773,0.05,0.501,0.449,0.9642
2942,21998,1469388088745074693,mihaylova_jpg,Exhibited & Published Nude Photo Artist. SuperRare: https://t.co/iYiJq4ej3o FND: https://t.co/1eiVqYA9KY,Украина,1273,16367,6520,2021-12-10 19:26:51.000000,1567126313772646400,2022-09-06 12:23:23,0,"@n_lagutin @SBeg2084 @_surro oh what a piece, so beautiful ! Is this a real first or photoshop?😍",[],en,,2,False,0,0,,1566774054501208064,2325994940,n_lagutin,False,0,0,,2022-09-06 21:03:58.343090,0.0,0.696,0.304,0.8513
2975,22412,1469388088745074693,mihaylova_jpg,Exhibited & Published Nude Photo Artist. SuperRare: https://t.co/iYiJq4ej3o FND: https://t.co/1eiVqYA9KY,Украина,1273,16362,6520,2021-12-10 19:26:51.000000,1567128894037172224,2022-09-06 12:33:38,0,@darkmarknft @ArtInnovationG @SuperRare Mark 🖤♥️,[],en,,1,False,0,0,,1567121339688820736,1433356640137490432,darkmarknft,False,0,0,,2022-09-06 21:32:40.699935,0.0,0.417,0.583,0.8555
2978,22429,1469388088745074693,mihaylova_jpg,Exhibited & Published Nude Photo Artist. SuperRare: https://t.co/iYiJq4ej3o FND: https://t.co/1eiVqYA9KY,Украина,1273,16362,6520,2021-12-10 19:26:51.000000,1567128987796742144,2022-09-06 12:34:01,0,@pertsevart @ArtInnovationG @SuperRare Thank you!☺️♥️♥️♥️,[],en,,1,False,0,0,,1567126566617890816,1372545335701164032,pertsevart,False,0,0,,2022-09-06 21:32:40.647924,0.0,0.303,0.697,0.9606
2979,22434,1469388088745074693,mihaylova_jpg,Exhibited & Published Nude Photo Artist. SuperRare: https://t.co/iYiJq4ej3o FND: https://t.co/1eiVqYA9KY,Украина,1273,16362,6520,2021-12-10 19:26:51.000000,1567129039516717061,2022-09-06 12:34:13,0,"@glavytsa @ArtInnovationG @SuperRare Sasha, thank you so much 🥹♥️♥️♥️♥️",[],en,,1,False,0,0,,1567123043100532736,1466439837318275072,glavytsa,False,0,0,,2022-09-06 21:32:40.635792,0.0,0.38,0.62,0.9664
2980,22438,1469388088745074693,mihaylova_jpg,Exhibited & Published Nude Photo Artist. SuperRare: https://t.co/iYiJq4ej3o FND: https://t.co/1eiVqYA9KY,Украина,1273,16362,6520,2021-12-10 19:26:51.000000,1567129062514069504,2022-09-06 12:34:19,0,@M_AL_khouli @Anna_Zhukovska @ArtInnovationG @SuperRare Thank you so much!!!,[],en,,2,False,0,0,,1567124460498452480,126288357,M_AL_khouli,False,0,0,,2022-09-06 21:32:40.623702,0.0,0.675,0.325,0.5229
2981,22442,1288835197350313984,proudberussian,🇷🇺🇧🇾🇷🇸🇨🇳🇰🇿🇵🇸🇸🇾,"Москва, Россия",35,93,1620,2020-07-30 13:54:05.000000,1567129095716184065,2022-09-06 12:34:26,1,"#Zelenskyy's cheap clowning with the installation of #Ukraine flag to report to Western curators cost the performers of this circus their lives. What a commander, such is the war. #Ozernoe #Donbass https://t.co/bndBJ3rtZh","[{'text': 'Zelenskyy', 'indices': [0, 10]}, {'text': 'Ukraine', 'indices': [53, 61]}, {'text': 'Ozernoe', 'indices': [180, 188]}, {'text': 'Donbass', 'indices': [189, 197]}]",en,,4,False,0,0,,0,0,,False,0,0,,2022-09-07 00:50:17.873200,0.112,0.888,0.0,-0.5994
2982,22443,1469388088745074693,mihaylova_jpg,Exhibited & Published Nude Photo Artist. SuperRare: https://t.co/iYiJq4ej3o FND: https://t.co/1eiVqYA9KY,Украина,1273,16362,6520,2021-12-10 19:26:51.000000,1567129109079244809,2022-09-06 12:34:30,0,"@mariafynsknorup @ArtInnovationG @SuperRare Mariiaaa, many thanks, darling 🥹♥️♥️♥️",[],en,,2,False,0,0,,1567124359713624064,1003746385,mariafynsknorup,False,0,0,,2022-09-06 21:32:40.599414,0.0,0.318,0.682,0.9652
2984,22462,1469388088745074693,mihaylova_jpg,Exhibited & Published Nude Photo Artist. SuperRare: https://t.co/iYiJq4ej3o FND: https://t.co/1eiVqYA9KY,Украина,1273,16362,6520,2021-12-10 19:26:51.000000,1567129228302229504,2022-09-06 12:34:58,0,"@tonyalexrabee @ArtInnovationG @SuperRare Thank you, Tony 🙏🏻♥️☺️",[],en,,1,False,0,0,,1567124313093931008,1412990185118343168,tonyalexrabee,False,0,0,,2022-09-06 21:32:40.550764,0.0,0.553,0.447,0.8658
2988,22515,3342536589,Ukrinform_News,Ukrainian multimedia platform for broadcasting,Украина,159,8590,32237,2015-06-23 11:36:11.000000,1567129549879525377,2022-09-06 12:36:15,2,"Zelensky on Russian strikes on Kryvyi Rih, Kharkiv: Occupiers to face retribution for each attack https://t.co/oZFoilKGda #stoprussia","[{'text': 'stoprussia', 'indices': [122, 133]}]",en,,3,False,0,0,,0,0,,False,0,0,,2022-09-06 16:05:25.369488,0.272,0.728,0.0,-0.6808
2990,22544,1469388088745074693,mihaylova_jpg,Exhibited & Published Nude Photo Artist. SuperRare: https://t.co/iYiJq4ej3o FND: https://t.co/1eiVqYA9KY,Украина,1273,16362,6520,2021-12-10 19:26:51.000000,1567129763688419330,2022-09-06 12:37:06,0,@Anna_Zhukovska @foundation @soulthesea_ Soooo lovely collection!!!!!,[],en,,1,False,0,0,,1567049578763157504,350493932,Anna_Zhukovska,False,0,0,,2022-09-06 21:32:40.424727,0.0,0.502,0.498,0.7156
3003,22650,1507966012280483844,HarZizn,"Сергей Мирошниченко, журналист. Безопасность, личные финансы, здоровье, отдых Sergey Miroshnichenko, journalist. Security, personal finance, health, recreation","Харьков, Украина Kharkov",41,293,6467,2022-03-27 06:22:51.000000,1567130438442819584,2022-09-06 12:39:47,0,"Morning ""arrival"" in the very center of #Kharkiv - two S300 missiles #War_in_Ukraine https://t.co/QagUihv52H","[{'text': 'Kharkiv', 'indices': [40, 48]}, {'text': 'War_in_Ukraine', 'indices': [69, 84]}]",en,,3,False,0,0,,0,0,,False,0,0,,2022-09-06 16:34:24.414132,0.0,1.0,0.0,0.0
